assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,season,hat_tricks,fantasy_points,target,season_start_year,height,weight,age,rookie_year,overall_pick
22,4,21,,1,71,5,Lindholm,0,46,8476854,10,27,0.38028,D,1,5,20212022,0,1,0.03521,L,142,Hampus Lindholm,"ANA,BOS",1350.2957,20212022,0,59,116.0,2021,193.0,98.0,27.0,0.0,6.0
58,8,42,,3,82,10,Rielly,0,40,8476853,16,68,0.82926,D,2,23,20212022,0,3,0.04524,L,221,Morgan Rielly,TOR,1424.2804,20212022,0,146,86.0,2021,185.0,99.0,27.0,0.0,5.0
15,6,20,0.52322,0,60,6,Galchenyuk,0,32,8476851,-11,21,0.35,C,0,1,20212022,0,0,0.06741,L,89,Alex Galchenyuk,ARI,789.2,20212022,0,27,0.0,2021,185.0,88.0,27.0,0.0,3.0
4,0,3,,0,37,0,Murray,0,2,8476850,-3,4,0.1081,D,0,0,20212022,0,1,0.0,L,26,Ryan Murray,COL,845.2432,20212022,0,8,6.0,2021,185.0,93.0,28.0,0.0,2.0
18,4,21,,0,61,5,Liljegren,0,14,8480043,15,23,0.37704,D,1,2,20212022,0,0,0.06329,R,79,Timothy Liljegren,TOR,984.0163,20212022,0,51,42.0,2021,185.0,91.0,22.0,0.0,17.0
0,0,0,,0,1,0,Samorukov,0,0,8480041,-2,0,0.0,D,0,0,20212022,0,0,,L,0,Dmitri Samorukov,EDM,148.0,20212022,0,0,0.0,2021,191.0,85.0,22.0,0.0,84.0
26,11,35,0.44705,6,78,14,Necas,1,32,8480039,5,40,0.51282,C,2,4,20212022,1,1,0.08805,R,159,Martin Necas,CAR,971.282,20212022,0,54,99.0,2021,191.0,88.0,22.0,0.0,12.0
1,0,0,0.33333,0,6,0,Heponiemi,0,2,8480037,-6,1,0.16666,C,0,1,20212022,0,0,0.0,L,7,Aleksi Heponiemi,FLA,841.6666,20212022,0,1,4.0,2021,178.0,70.0,22.0,0.0,40.0
31,2,25,,1,70,5,Heiskanen,1,24,8480036,3,36,0.51428,D,3,11,20212022,0,0,0.03205,L,156,Miro Heiskanen,DAL,1493.2285,20212022,0,77,157.0,2021,188.0,89.0,22.0,0.0,3.0
0,0,0,,0,2,0,Noesen,0,0,8476474,1,0,0.0,R,0,0,20212022,0,0,0.0,R,4,Stefan Noesen,CAR,859.5,20212022,0,0,49.0,2021,185.0,93.0,28.0,0.0,21.0
6,4,10,,1,57,4,Murphy,0,47,8476473,-14,10,0.17543,D,0,0,20212022,0,0,0.05633,R,71,Connor Murphy,CHI,1305.7543,20212022,0,24,33.0,2021,193.0,96.0,28.0,0.0,20.0
4,0,3,,0,24,0,Beaulieu,0,25,8476470,-7,4,0.16666,D,0,0,20212022,0,1,0.0,L,24,Nathan Beaulieu,WPG,646.2083,20212022,0,8,8.0,2021,188.0,91.0,29.0,0.0,17.0
14,0,8,,0,53,0,Brannstrom,0,30,8480073,-17,14,0.26415,D,0,6,20212022,0,0,0.0,L,86,Erik Brannstrom,OTT,1185.9245,20212022,0,28,38.0,2021,178.0,84.0,22.0,0.0,15.0
1,1,1,0.4468,1,20,1,Andersson,0,12,8480072,-7,2,0.1,C,0,1,20212022,0,0,0.03448,L,29,Lias Andersson,LAK,636.9,20212022,0,3,0.0,2021,183.0,84.0,23.0,0.0,7.0
4,1,3,,0,21,1,Salo,0,4,8480071,-6,5,0.23809,D,0,2,20212022,0,0,0.04166,L,24,Robin Salo,NYI,1001.4761,20212022,0,11,10.0,2021,185.0,87.0,23.0,0.0,46.0
1,0,0,,0,8,0,Mitchell,0,0,8480070,-3,1,0.125,D,0,1,20212022,0,0,0.0,R,2,Ian Mitchell,CHI,715.875,20212022,0,2,17.0,2021,180.0,90.0,22.0,0.0,57.0
58,19,52,,6,77,28,Makar,3,26,8480069,48,86,1.11688,D,9,34,20212022,0,0,0.11666,R,240,Cale Makar,COL,1540.0779,20212022,0,200,149.0,2021,183.0,85.0,23.0,0.0,4.0
8,4,10,0.17647,0,60,6,Armia,0,14,8476469,-15,14,0.23333,R,1,3,20212022,1,1,0.05825,R,103,Joel Armia,MTL,823.3,20212022,0,20,24.0,2021,191.0,98.0,28.0,0.0,16.0
30,9,39,,0,82,9,Skjei,0,48,8476869,22,39,0.4756,D,0,0,20212022,0,0,0.04891,L,184,Brady Skjei,CAR,1268.5365,20212022,0,87,94.0,2021,191.0,95.0,27.0,0.0,28.0
2,5,7,0.5238,0,30,5,Gaunce,0,12,8476867,2,7,0.23333,C,0,0,20212022,0,0,0.11363,L,44,Brendan Gaunce,CBJ,485.7666,20212022,0,12,1.0,2021,188.0,101.0,27.0,0.0,26.0
16,3,15,,0,60,3,Jokiharju,0,20,8480035,-8,19,0.31666,D,0,4,20212022,0,0,0.03614,R,83,Henri Jokiharju,BUF,1312.7666,20212022,0,41,29.0,2021,183.0,93.0,22.0,0.0,29.0
10,6,14,0.47826,0,52,6,Comtois,0,46,8480031,-17,16,0.30769,L,0,2,20212022,0,0,0.08333,L,72,Maxime Comtois,ANA,848.1153,20212022,0,22,28.0,2021,188.0,95.0,22.0,0.0,50.0
11,4,14,0.48394,0,55,5,Frost,0,14,8480028,-11,16,0.2909,C,1,2,20212022,0,0,0.05882,L,85,Morgan Frost,PHI,835.3454,20212022,0,21,65.0,2021,183.0,88.0,22.0,0.0,27.0
38,28,58,,11,74,41,Robertson,2,22,8480027,16,79,1.06756,L,13,21,20212022,0,0,0.18636,L,220,Jason Robertson,DAL,1086.6486,20212022,2,126,158.0,2021,191.0,93.0,22.0,0.0,39.0
20,6,22,,1,57,7,Dumba,0,47,8476856,9,27,0.47368,D,1,5,20212022,0,0,0.06034,R,116,Mathew Dumba,MIN,1386.3157,20212022,0,61,32.0,2021,183.0,87.0,27.0,0.0,7.0
67,24,59,0.54095,6,80,32,Miller,3,47,8476468,15,99,1.2375,C,8,38,20212022,0,2,0.15533,L,206,J.T. Miller,VAN,1264.6125,20212022,1,134,114.0,2021,183.0,96.0,28.0,0.0,15.0
16,1,16,,0,72,1,Oleksiak,0,54,8476467,-1,17,0.23611,D,0,0,20212022,0,1,0.01052,L,95,Jamie Oleksiak,SEA,1159.9722,20212022,0,35,59.0,2021,201.0,114.0,29.0,0.0,14.0
25,4,22,,1,73,5,Brodin,0,18,8476463,9,30,0.41095,D,1,7,20212022,0,1,0.03968,L,126,Jonas Brodin,MIN,1406.3287,20212022,0,65,31.0,2021,188.0,89.0,28.0,0.0,10.0
20,13,29,0.46875,2,79,17,Iafallo,1,8,8480113,4,37,0.46835,L,3,6,20212022,1,2,0.07906,L,215,Alex Iafallo,LAK,1110.1265,20212022,0,54,50.0,2021,183.0,91.0,28.0,,
14,8,21,0.43408,1,67,8,Chytil,0,14,8480078,-1,22,0.32835,C,0,1,20212022,0,0,0.05925,L,135,Filip Chytil,NYR,790.5074,20212022,0,30,67.0,2021,188.0,95.0,22.0,0.0,21.0
9,10,18,0.35087,0,36,11,Texier,0,12,8480074,0,20,0.55555,L,0,0,20212022,1,2,0.18644,L,59,Alexandre Texier,CBJ,876.4444,20212022,0,31,42.0,2021,185.0,89.0,22.0,0.0,45.0
21,7,22,,1,62,9,Hamilton,1,34,8476462,-19,30,0.48387,D,2,8,20212022,0,0,0.04568,R,197,Dougie Hamilton,NJD,1273.4193,20212022,0,69,170.0,2021,198.0,104.0,28.0,0.0,9.0
7,1,8,,0,66,1,Määttä,0,10,8476874,17,8,0.12121,D,0,0,20212022,0,0,0.01639,L,61,Olli Määttä,LAK,1096.9848,20212022,0,17,52.0,2021,188.0,94.0,27.0,0.0,22.0
3,2,5,0.48044,1,19,2,Jankowski,0,4,8476873,2,5,0.26315,L,0,0,20212022,0,0,0.14285,L,14,Mark Jankowski,BUF,818.6842,20212022,0,7,19.0,2021,193.0,91.0,27.0,0.0,21.0
19,9,27,0.51033,1,67,11,Laughton,1,35,8476872,-9,30,0.44776,C,0,1,20212022,2,2,0.1,L,110,Scott Laughton,PHI,985.2686,20212022,0,41,61.0,2021,185.0,86.0,27.0,0.0,20.0
7,4,11,0.4,0,55,5,Entwistle,0,23,8480025,-16,12,0.21818,R,0,0,20212022,1,1,0.14705,R,34,MacKenzie Entwistle,CHI,614.6727,20212022,0,17,14.0,2021,191.0,92.0,22.0,0.0,69.0
57,15,60,0.49866,6,72,20,Thomas,1,16,8480023,17,77,1.06944,C,3,14,20212022,2,3,0.17391,R,115,Robert Thomas,STL,1126.4027,20212022,0,97,83.0,2021,183.0,94.0,22.0,0.0,20.0
3,0,3,0.48739,0,15,0,Studnicka,0,4,8480021,-5,3,0.2,C,0,0,20212022,0,0,0.0,R,21,Jack Studnicka,BOS,755.4666,20212022,0,3,12.0,2021,185.0,85.0,22.0,0.0,53.0
40,12,38,0.49574,4,82,21,Suzuki,0,30,8480018,-29,61,0.7439,C,8,20,20212022,1,3,0.1129,R,186,Nick Suzuki,MTL,1230.6097,20212022,0,82,92.0,2021,180.0,94.0,22.0,0.0,13.0
20,13,31,0.35087,2,68,14,Pearson,0,30,8476871,9,34,0.5,L,1,3,20212022,0,0,0.08805,L,159,Tanner Pearson,VAN,963.2941,20212022,0,48,6.0,2021,185.0,94.0,29.0,0.0,30.0
11,4,11,0.55607,2,29,6,Couturier,0,14,8476461,-6,17,0.5862,C,2,5,20212022,0,1,0.07594,L,79,Sean Couturier,PHI,1223.6551,20212022,0,23,49.0,2021,193.0,95.0,29.0,0.0,8.0
41,22,51,0.50707,3,67,29,Scheifele,2,23,8476460,-17,70,1.04477,C,7,19,20212022,0,0,0.18238,R,159,Mark Scheifele,WPG,1268.0298,20212022,2,105,116.0,2021,191.0,94.0,28.0,0.0,7.0
52,13,48,0.52316,3,81,29,Zibanejad,0,12,8476459,30,81,1.0,C,15,28,20212022,1,5,0.13242,R,219,Mika Zibanejad,NYR,1178.3703,20212022,1,113,130.0,2021,188.0,94.0,28.0,0.0,6.0
15,3,18,,0,76,3,Rutta,0,47,8480172,25,18,0.23684,D,0,0,20212022,0,0,0.03488,R,86,Jan Rutta,TBL,983.2368,20212022,0,39,21.0,2021,191.0,93.0,31.0,,
1,1,2,,0,36,1,Simek,0,8,8480160,-13,2,0.05555,D,0,0,20212022,0,0,0.04,L,25,Radim Simek,SJS,796.8888,20212022,0,5,7.0,2021,183.0,93.0,29.0,,
5,2,7,,0,18,2,Rosen,0,4,8480157,-2,7,0.38888,D,0,0,20212022,0,0,0.11111,L,18,Calle Rosen,STL,859.6666,20212022,0,16,44.0,2021,185.0,85.0,27.0,,
31,2,22,,1,77,3,Pionk,0,46,8480145,5,34,0.44155,D,1,12,20212022,0,0,0.02142,R,140,Neal Pionk,WPG,1268.3376,20212022,0,71,76.0,2021,183.0,86.0,26.0,,
15,9,22,0.52875,1,82,11,Kampf,0,20,8480144,12,26,0.31707,C,0,0,20212022,2,4,0.10784,L,102,David Kampf,TOR,915.9512,20212022,0,37,34.0,2021,188.0,90.0,26.0,,
28,18,39,0.42307,5,78,24,Wilson,1,98,8476880,13,52,0.66666,R,4,10,20212022,2,3,0.15894,R,151,Tom Wilson,WSH,1114.9358,20212022,0,76,35.0,2021,193.0,102.0,27.0,0.0,16.0
23,5,25,,0,78,5,Ceci,0,14,8476879,8,28,0.35897,D,0,0,20212022,0,3,0.04901,R,102,Cody Ceci,EDM,1253.782,20212022,0,61,31.0,2021,191.0,95.0,28.0,0.0,15.0
8,7,14,0.49825,1,56,10,Girgensons,0,27,8476878,-7,18,0.32142,C,3,4,20212022,0,0,0.10869,L,92,Zemgus Girgensons,BUF,887.3571,20212022,0,28,28.0,2021,191.0,89.0,27.0,0.0,14.0
11,9,18,0.38181,1,63,10,Tippett,0,12,8480015,-2,21,0.33333,R,1,3,20212022,0,0,0.07936,R,126,Owen Tippett,"FLA,PHI",805.365,20212022,0,31,79.0,2021,185.0,95.0,22.0,0.0,10.0
2,3,5,0.45801,1,25,5,Vilardi,0,8,8480014,-5,7,0.28,C,2,2,20212022,0,0,0.12195,R,41,Gabriel Vilardi,LAK,810.84,20212022,0,12,64.0,2021,191.0,98.0,22.0,0.0,11.0
36,20,39,0.44074,3,80,32,Pettersson,0,12,8480012,1,68,0.85,C,10,27,20212022,2,2,0.16666,L,192,Elias Pettersson,VAN,1115.7,20212022,0,100,141.0,2021,188.0,80.0,23.0,0.0,5.0
5,4,9,0.5,1,40,4,Kostin,0,23,8480011,-3,9,0.225,C,0,0,20212022,0,0,0.12903,L,31,Klim Kostin,STL,540.9,20212022,0,13,32.0,2021,193.0,105.0,22.0,0.0,31.0
20,11,29,,5,74,11,Matheson,0,33,8476875,12,31,0.41891,D,0,2,20212022,0,0,0.07857,L,140,Mike Matheson,PIT,1127.9459,20212022,0,73,76.0,2021,188.0,89.0,27.0,0.0,23.0
33,15,39,0.44376,5,74,21,Strome,0,69,8476458,15,54,0.72972,C,5,14,20212022,1,1,0.13043,R,161,Ryan Strome,NYR,1099.0675,20212022,0,75,56.0,2021,185.0,87.0,28.0,0.0,5.0
17,8,24,,3,82,8,Larsson,1,55,8476457,-23,25,0.30487,D,0,1,20212022,0,0,0.06722,R,119,Adam Larsson,SEA,1336.6463,20212022,0,58,74.0,2021,191.0,94.0,29.0,0.0,4.0
85,22,72,0.33333,7,80,30,Huberdeau,2,54,8476456,35,115,1.4375,L,5,38,20212022,3,5,0.13513,L,222,Jonathan Huberdeau,FLA,1165.475,20212022,0,145,70.0,2021,185.0,91.0,28.0,0.0,3.0
39,7,22,0.40732,1,63,11,Nugent-Hopkins,0,16,8476454,3,50,0.79365,C,1,23,20212022,3,5,0.07142,L,154,Ryan Nugent-Hopkins,EDM,1159.0952,20212022,0,61,141.0,2021,185.0,87.0,28.0,0.0,1.0
9,0,3,,0,73,1,Bryson,0,12,8480196,-9,10,0.13698,D,1,7,20212022,0,0,0.02325,L,43,Jacob Bryson,BUF,1100.0273,20212022,0,21,19.0,2021,175.0,80.0,24.0,0.0,99.0
0,0,0,,0,4,0,Kovacevic,0,2,8480192,1,0,0.0,D,0,0,20212022,0,0,0.0,R,7,Johnathan Kovacevic,WPG,648.75,20212022,0,0,33.0,2021,196.0,101.0,24.0,0.0,74.0
5,3,8,0.66666,0,14,3,Zetterlund,0,0,8480188,5,8,0.57142,L,0,0,20212022,0,0,0.08333,R,36,Fabian Zetterlund,NJD,800.5714,20212022,0,11,29.0,2021,180.0,94.0,22.0,0.0,63.0
17,7,22,0.40024,4,78,9,Luostarinen,1,12,8480185,1,26,0.33333,C,0,1,20212022,2,3,0.10714,L,84,Eetu Luostarinen,FLA,806.1923,20212022,0,35,60.0,2021,191.0,87.0,23.0,0.0,42.0
12,1,13,,0,63,1,Lindström,0,22,8480184,-12,13,0.20634,D,0,0,20212022,0,0,0.02439,R,41,Gustav Lindström,DET,966.9365,20212022,0,27,17.0,2021,188.0,88.0,23.0,0.0,38.0
28,10,33,,1,81,11,Trouba,0,88,8476885,25,39,0.48148,D,1,4,20212022,0,2,0.05392,R,204,Jacob Trouba,NYR,1345.8765,20212022,0,89,68.0,2021,191.0,96.0,27.0,0.0,9.0
4,0,4,,0,11,0,Pouliot,0,4,8476884,6,4,0.36363,D,0,0,20212022,0,0,0.0,L,8,Derrick Pouliot,"VGK,SEA",930.0909,20212022,0,8,4.0,2021,183.0,90.0,27.0,0.0,8.0
43,11,31,0.54545,2,77,22,Teravainen,0,24,8476882,22,65,0.84415,C,9,31,20212022,2,3,0.10891,L,202,Teuvo Teravainen,CAR,1061.974,20212022,0,87,52.0,2021,180.0,87.0,27.0,0.0,18.0
12,10,17,0.0,1,75,11,Tolvanen,0,16,8480009,-7,23,0.30666,R,1,6,20212022,0,0,0.07284,L,151,Eeli Tolvanen,NSH,805.6666,20212022,0,34,49.0,2021,178.0,83.0,22.0,0.0,30.0
5,5,10,0.46188,0,28,5,Ruzicka,0,8,8480008,8,10,0.35714,C,0,0,20212022,0,0,0.15151,L,33,Adam Ruzicka,CGY,613.4285,20212022,0,15,26.0,2021,193.0,98.0,22.0,0.0,109.0
4,2,6,0.0,0,30,2,Rondbjerg,0,4,8480007,0,6,0.2,R,0,0,20212022,0,0,0.06666,L,30,Jonas Rondbjerg,VGK,600.7333,20212022,0,8,1.0,2021,188.0,93.0,22.0,0.0,65.0
13,10,22,0.37333,1,56,10,Boqvist,0,10,8480003,-9,23,0.41071,C,0,1,20212022,0,0,0.13513,L,74,Jesper Boqvist,NJD,787.75,20212022,0,33,31.0,2021,185.0,87.0,23.0,0.0,36.0
34,24,47,0.52455,6,82,30,Hertl,3,30,8476881,-9,64,0.78048,C,6,16,20212022,0,1,0.14634,L,205,Tomas Hertl,SJS,1196.4146,20212022,2,100,85.0,2021,191.0,100.0,28.0,0.0,17.0
44,16,39,1.0,1,47,25,Kucherov,0,22,8476453,1,69,1.46808,R,9,30,20212022,0,0,0.16025,L,156,Nikita Kucherov,TBL,1198.9787,20212022,1,97,143.0,2021,183.0,78.0,28.0,0.0,58.0
1,0,1,,0,7,0,Harrington,0,6,8476449,-4,1,0.14285,D,0,0,20212022,0,0,0.0,L,5,Scott Harrington,CBJ,868.2857,20212022,0,2,26.0,2021,188.0,93.0,28.0,0.0,54.0
23,9,30,0.51678,0,67,12,Karlsson,0,10,8476448,3,35,0.52238,C,1,3,20212022,2,2,0.08888,L,135,William Karlsson,VGK,1096.9104,20212022,0,47,67.0,2021,183.0,86.0,28.0,0.0,53.0
11,6,17,0.15384,0,70,6,Nieto,0,19,8476442,-20,17,0.24285,L,0,0,20212022,0,0,0.07317,L,82,Matt Nieto,SJS,864.2142,20212022,0,23,36.0,2021,180.0,86.0,29.0,0.0,47.0
3,3,6,,0,24,3,Edmundson,0,35,8476441,-1,6,0.25,D,0,0,20212022,0,0,0.09375,L,32,Joel Edmundson,MTL,1175.0,20212022,0,15,28.0,2021,196.0,100.0,28.0,0.0,46.0
10,2,10,,0,36,2,Aho,0,10,8480222,-6,12,0.33333,D,0,2,20212022,0,0,0.05882,L,34,Sebastian Aho,NYI,987.3055,20212022,0,26,51.0,2021,178.0,82.0,25.0,0.0,139.0
4,4,8,0.0,1,16,5,Cates,0,4,8480220,4,9,0.5625,L,1,1,20212022,0,0,0.21739,L,23,Noah Cates,PHI,794.75,20212022,0,14,51.0,2021,188.0,88.0,22.0,0.0,137.0
5,12,16,0.51304,5,65,12,Peterson,0,12,8480216,-1,17,0.26153,C,0,1,20212022,0,0,0.14117,L,85,Jacob Peterson,DAL,663.7846,20212022,0,29,10.0,2021,185.0,82.0,22.0,0.0,132.0
27,14,30,0.4186,3,46,17,Batherson,1,32,8480208,4,44,0.95652,R,3,14,20212022,0,0,0.15454,R,110,Drake Batherson,OTT,1135.7173,20212022,1,64,84.0,2021,191.0,95.0,23.0,0.0,121.0
5,6,11,0.5,1,41,6,Bemstrom,0,4,8480205,-1,11,0.26829,C,0,0,20212022,0,0,0.09677,R,62,Emil Bemstrom,CBJ,631.2439,20212022,0,17,29.0,2021,183.0,86.0,22.0,0.0,117.0
13,5,12,0.4469,1,40,6,Mittelstadt,1,4,8479999,-14,19,0.475,C,1,7,20212022,0,0,0.07594,L,79,Casey Mittelstadt,BUF,967.225,20212022,0,25,74.0,2021,185.0,93.0,23.0,0.0,8.0
6,2,8,,1,57,2,Anderson,0,8,8479998,6,8,0.14035,D,0,0,20212022,0,0,0.03448,L,58,Mikey Anderson,LAK,1206.9824,20212022,0,18,45.0,2021,183.0,88.0,22.0,0.0,103.0
21,3,19,0.0,0,76,4,Lindell,0,12,8476902,4,25,0.32894,D,0,3,20212022,1,3,0.02941,L,136,Esa Lindell,DAL,1322.7105,20212022,0,54,56.0,2021,191.0,98.0,27.0,0.0,74.0
15,8,23,0.41208,1,59,8,Sundqvist,0,29,8476897,5,23,0.38983,C,0,0,20212022,0,0,0.11428,R,70,Oskar Sundqvist,"STL,DET",839.9661,20212022,0,31,38.0,2021,191.0,95.0,27.0,0.0,81.0
29,6,34,,2,80,6,Parayko,0,18,8476892,16,35,0.4375,D,0,1,20212022,0,0,0.04444,R,135,Colton Parayko,STL,1413.725,20212022,0,76,58.0,2021,198.0,103.0,28.0,0.0,86.0
20,4,19,,2,73,4,Grzelcyk,1,24,8476891,22,24,0.32876,D,0,5,20212022,0,0,0.03389,L,118,Matthew Grzelcyk,BOS,1123.6301,20212022,0,52,56.0,2021,178.0,82.0,27.0,0.0,85.0
14,3,16,0.55107,1,77,5,Faksa,0,52,8476889,-20,19,0.24675,C,1,1,20212022,1,2,0.05617,L,89,Radek Faksa,DAL,946.1298,20212022,0,24,31.0,2021,191.0,98.0,27.0,0.0,13.0
42,32,57,1.0,8,69,42,Forsberg,1,22,8476887,12,84,1.21739,L,10,27,20212022,0,0,0.18584,R,226,Filip Forsberg,NSH,1085.8695,20212022,1,129,64.0,2021,185.0,93.0,27.0,0.0,11.0
1,3,4,0.25,0,41,3,Ritchie,0,29,8476439,-6,4,0.09756,R,0,0,20212022,0,0,0.05454,R,55,Brett Ritchie,CGY,583.3414,20212022,0,7,21.0,2021,193.0,98.0,28.0,0.0,44.0
25,15,33,0.42105,1,78,24,Saad,0,10,8476438,11,49,0.6282,L,8,13,20212022,1,3,0.15189,L,158,Brandon Saad,STL,976.282,20212022,0,73,56.0,2021,185.0,94.0,29.0,0.0,43.0
21,15,34,0.53589,3,59,23,Jenner,0,22,8476432,-11,44,0.74576,C,8,10,20212022,0,0,0.14375,L,160,Boone Jenner,CBJ,1227.8813,20212022,0,67,71.0,2021,188.0,93.0,28.0,0.0,37.0
15,3,17,,2,61,3,Mayfield,0,55,8476429,-5,18,0.29508,D,0,0,20212022,0,1,0.0375,R,80,Scott Mayfield,NYI,1186.0491,20212022,0,39,54.0,2021,193.0,98.0,29.0,0.0,34.0
3,2,5,0.55555,0,27,2,Barron,0,8,8480289,-4,5,0.18518,C,0,0,20212022,0,0,0.0606,L,33,Morgan Barron,"NYR,WPG",587.9629,20212022,0,7,29.0,2021,193.0,100.0,23.0,0.0,174.0
0,2,2,0.33333,0,28,2,Toropchenko,0,15,8480281,-9,2,0.07142,R,0,0,20212022,0,0,0.04651,L,43,Alexey Toropchenko,STL,643.3214,20212022,0,4,29.0,2021,198.0,102.0,22.0,0.0,113.0
0,0,0,,0,2,0,Jones,0,2,8480259,0,0,0.0,C,0,0,20212022,0,0,0.0,L,1,Ben Jones,VGK,482.5,20212022,0,0,0.0,2021,183.0,85.0,22.0,0.0,189.0
2,2,4,0.25,0,33,2,Studenic,0,6,8480226,-7,4,0.12121,R,0,0,20212022,0,0,0.04761,L,42,Marián Studenic,"NJD,DAL",668.8181,20212022,0,6,0.0,2021,185.0,86.0,23.0,0.0,143.0
12,15,25,0.50061,2,80,15,Rasmussen,0,66,8479992,-25,27,0.3375,C,0,2,20212022,0,0,0.11718,L,128,Michael Rasmussen,DET,871.0875,20212022,0,42,39.0,2021,198.0,101.0,22.0,0.0,9.0
4,2,6,0.46037,0,41,2,Leschyshyn,0,8,8479991,-2,6,0.14634,C,0,0,20212022,0,0,0.05714,L,35,Jake Leschyshyn,VGK,678.0731,20212022,0,8,0.0,2021,180.0,89.0,22.0,0.0,62.0
15,7,18,0.52466,0,73,7,Geekie,0,18,8479987,-16,22,0.30136,C,0,4,20212022,0,0,0.07216,R,97,Morgan Geekie,SEA,756.4931,20212022,0,29,37.0,2021,191.0,96.0,23.0,0.0,67.0
6,4,10,0.47663,0,49,5,Shore,0,10,8476913,-4,11,0.22448,C,0,0,20212022,1,1,0.13888,L,36,Devin Shore,EDM,573.6938,20212022,0,16,10.0,2021,185.0,93.0,27.0,0.0,61.0
2,0,2,,0,14,0,MacEachern,0,4,8476907,-1,2,0.14285,L,0,0,20212022,0,0,0.0,L,14,Mackenzie MacEachern,STL,478.1428,20212022,0,2,1.0,2021,188.0,88.0,27.0,0.0,67.0
37,12,32,,2,82,14,Gostisbehere,1,26,8476906,-23,51,0.62195,D,2,19,20212022,0,0,0.09271,L,151,Shayne Gostisbehere,ARI,1331.4268,20212022,0,116,95.0,2021,180.0,83.0,28.0,0.0,78.0
43,14,48,0.52031,3,79,21,Stephenson,0,26,8476905,5,64,0.81012,C,6,14,20212022,1,2,0.168,L,125,Chandler Stephenson,VGK,1159.0126,20212022,0,85,81.0,2021,183.0,91.0,27.0,0.0,77.0
39,17,46,0.52068,2,70,21,Hischier,1,17,8480002,-1,60,0.85714,C,4,12,20212022,0,2,0.13725,L,153,Nico Hischier,NJD,1160.6428,20212022,0,81,111.0,2021,185.0,91.0,22.0,0.0,1.0
6,0,5,,0,29,0,Vaakanainen,0,10,8480001,-5,6,0.20689,D,0,1,20212022,0,0,0.0,L,27,Urho Vaakanainen,"BOS,ANA",1159.1034,20212022,0,12,4.0,2021,188.0,92.0,22.0,0.0,18.0
13,3,13,,0,70,4,Reilly,0,32,8476422,-1,17,0.24285,D,0,3,20212022,1,1,0.02962,L,135,Mike Reilly,BOS,1137.4428,20212022,0,38,2.0,2021,188.0,87.0,28.0,0.0,98.0
21,13,28,0.55325,0,77,18,Pageau,0,30,8476419,0,39,0.50649,C,4,7,20212022,1,4,0.14285,R,126,Jean-Gabriel Pageau,NYI,1060.4675,20212022,1,60,53.0,2021,180.0,82.0,29.0,0.0,96.0
2,1,3,,0,7,1,Leivo,0,2,8476410,1,3,0.42857,L,0,0,20212022,0,0,0.1,R,10,Josh Leivo,CAR,553.7142,20212022,0,4,20.0,2021,188.0,87.0,28.0,0.0,86.0
0,1,1,0.52941,0,6,1,Andreoff,0,0,8476404,-1,1,0.16666,C,0,0,20212022,0,0,0.16666,L,6,Andy Andreoff,NYI,599.1666,20212022,0,2,1.0,2021,185.0,94.0,30.0,0.0,80.0
17,15,31,0.10526,2,81,16,Coleman,0,60,8476399,16,33,0.4074,L,0,0,20212022,1,2,0.07547,L,212,Blake Coleman,CGY,889.2345,20212022,0,49,56.0,2021,180.0,90.0,30.0,0.0,75.0
0,0,0,0.41176,0,2,0,Fogarty,0,2,8476396,-2,0,0.0,C,0,0,20212022,0,0,0.0,R,2,Steven Fogarty,BOS,618.0,20212022,0,0,0.0,2021,191.0,93.0,28.0,0.0,72.0
13,6,18,0.46938,1,68,9,Cousins,0,31,8476393,-8,22,0.32352,C,3,4,20212022,0,0,0.08737,L,103,Nick Cousins,NSH,748.1029,20212022,0,31,36.0,2021,180.0,87.0,28.0,0.0,68.0
0,0,0,,0,6,0,Timmins,0,0,8479982,-6,0,0.0,D,0,0,20212022,0,0,0.0,R,5,Conor Timmins,ARI,1064.8333,20212022,0,0,30.0,2021,191.0,97.0,23.0,0.0,32.0
9,6,15,0.45098,2,59,6,Martinook,0,22,8476921,1,15,0.25423,L,0,0,20212022,0,0,0.07792,L,77,Jordan Martinook,CAR,672.0508,20212022,0,21,50.0,2021,185.0,94.0,29.0,0.0,58.0
12,3,13,0.49717,2,70,6,Tierney,0,14,8476919,-12,18,0.25714,C,3,5,20212022,0,0,0.08333,L,72,Chris Tierney,OTT,744.8714,20212022,0,24,13.0,2021,185.0,87.0,27.0,0.0,55.0
7,6,13,0.29508,2,68,8,Vesey,0,12,8476918,-24,15,0.22058,L,0,0,20212022,2,2,0.07272,L,110,Jimmy Vesey,NJD,865.4411,20212022,0,23,36.0,2021,188.0,92.0,28.0,0.0,66.0
25,3,26,,0,78,3,Pelech,0,42,8476917,20,28,0.35897,D,0,0,20212022,0,2,0.02884,L,104,Adam Pelech,NYI,1276.8589,20212022,0,59,48.0,2021,191.0,96.0,27.0,0.0,65.0
